sample_id,image_name,image_type,species,leaf_condition,leaf_count,plant_strength,disease_visible,flower_condition,suitability_label,image_path,mean_r,mean_g,mean_b,mean_h,mean_s,mean_v,std_r,std_g,std_b,std_h,std_s,std_v,hist_h_0,hist_h_1,hist_h_2,hist_h_3,hist_h_4,hist_h_5,hist_h_6,hist_h_7,hist_s_0,hist_s_1,hist_s_2,hist_s_3,hist_s_4,hist_s_5,hist_s_6,hist_s_7,hist_v_0,hist_v_1,hist_v_2,hist_v_3,hist_v_4,hist_v_5,hist_v_6,hist_v_7,contour_area,contour_perimeter,aspect_ratio,circularity,solidity,contour_count,gabor_mean_0_0,gabor_std_0_0,gabor_mean_0_1,gabor_std_0_1,gabor_mean_1_0,gabor_std_1_0,gabor_mean_1_1,gabor_std_1_1,gabor_mean_2_0,gabor_std_2_0,gabor_mean_2_1,gabor_std_2_1,gabor_mean_3_0,gabor_std_3_0,gabor_mean_3_1,gabor_std_3_1,green_ratio,brown_ratio,green_brown_ratio,green_pixel_count,leaf_condition_encoded,plant_strength_encoded,disease_visible_encoded,flower_condition_encoded
id1,20260328_100144_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100144_HDR.jpg,126.77464294433594,127.40768432617188,101.18560791015625,45.304351806640625,68.0902099609375,130.89678955078125,50.155596018547946,49.50377779178234,58.56921234458105,31.784263421193113,49.81814963261125,50.71148992723722,0.081939697265625,0.6717376708984375,0.0581207275390625,0.040435791015625,0.0916748046875,0.038787841796875,0.0075225830078125,0.0097808837890625,0.3083648681640625,0.2446441650390625,0.14947509765625,0.12066650390625,0.137054443359375,0.0337982177734375,0.00457763671875,0.0014190673828125,0.00030517578125,0.0746612548828125,0.1909332275390625,0.2659149169921875,0.1933441162109375,0.126434326171875,0.099517822265625,0.04888916015625,0.18996429443359375,0.7391210468485951,1.439252336448598,0.2731056732386501,0.896841119475561,72,3.1009435653686523,2.0052013397216797,0.18911212682724,0.6507484912872314,6.1731767654418945,2.6653547286987305,0.11816847324371338,0.48852890729904175,3.1001291275024414,2.6011319160461426,0.187486469745636,0.6998234987258911,6.167530059814453,2.9035139083862305,0.1179870069026947,0.5389482975006104,0.137603759765625,0.2882080078125,0.47742072105458205,9018,0,1,0,2
id1,20260328_100147_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100147_HDR.jpg,129.6910858154297,130.65956115722656,101.58250427246094,42.984344482421875,73.48551940917969,133.87242126464844,50.95266067885082,50.42130023642812,60.98903969019462,28.717536958747612,51.868186302139264,51.04253338888219,0.076263427734375,0.6919403076171875,0.061767578125,0.05474853515625,0.0830230712890625,0.02081298828125,0.00494384765625,0.006500244140625,0.2794952392578125,0.2058258056640625,0.185760498046875,0.1223602294921875,0.1524658203125,0.0457916259765625,0.0070648193359375,0.0012359619140625,0.000152587890625,0.0653533935546875,0.1793212890625,0.261505126953125,0.203399658203125,0.1374664306640625,0.0928802490234375,0.0599212646484375,0.16912841796875,0.6347557567059994,1.1981981981981982,0.3296804325678595,0.8600248292985723,61,3.170736074447632,2.0267386436462402,0.19407613575458527,0.6286741495132446,6.310096740722656,2.6625490188598633,0.12079328298568726,0.4452962577342987,3.171078681945801,2.5637426376342773,0.19351330399513245,0.652825653553009,6.31069278717041,2.911733627319336,0.12078839540481567,0.5553731322288513,0.150665283203125,0.3393707275390625,0.4439348979408327,9874,0,1,0,2
id1,20260328_100149_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100149_HDR.jpg,130.8746337890625,130.46060180664062,101.15206909179688,41.90557861328125,73.09251403808594,134.2212371826172,48.23306277432994,47.28871534936943,57.15658991100669,31.666685284636017,49.8405104145634,47.983048510571074,0.10009765625,0.70318603515625,0.046875,0.0428314208984375,0.0498809814453125,0.0287322998046875,0.01153564453125,0.0168609619140625,0.26080322265625,0.2168121337890625,0.2003173828125,0.1269683837890625,0.15191650390625,0.0372467041015625,0.0047760009765625,0.00115966796875,0.0003814697265625,0.0438690185546875,0.1861114501953125,0.262420654296875,0.224761962890625,0.143157958984375,0.095184326171875,0.0441131591796875,0.2859039306640625,1.4833162708673626,2.4380952380952383,0.10205692675426908,0.7238974636351343,59,3.174255132675171,1.9701355695724487,0.19396845996379852,0.6802817583084106,6.320839881896973,2.4981095790863037,0.12101002037525177,0.48618245124816895,3.175906181335449,2.344358444213867,0.1944909542798996,0.6635999083518982,6.317462921142578,2.78064227104187,0.12094666808843613,0.5452200770378113,0.1239471435546875,0.388092041015625,0.3193630823668174,8123,0,1,0,2
id1,20260328_100154_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100154_HDR.jpg,143.91110229492188,143.9282684326172,107.9310302734375,35.667694091796875,72.68252563476562,147.31903076171875,44.94694172945301,43.58476606260099,48.69438218832033,21.46512029292227,41.69122794271199,44.39468741462888,0.0813140869140625,0.7916412353515625,0.0536651611328125,0.035369873046875,0.0215911865234375,0.0055694580078125,0.0027923583984375,0.008056640625,0.1806488037109375,0.2789306640625,0.255828857421875,0.1665496826171875,0.090850830078125,0.023956298828125,0.00274658203125,0.00048828125,0.0,0.0114898681640625,0.126953125,0.21929931640625,0.233184814453125,0.2417755126953125,0.1180419921875,0.04925537109375,0.38226318359375,2.226259363349527,1.1130434782608696,0.06057603394539993,0.6022984084242919,99,3.4885523319244385,2.1498255729675293,0.2132481038570404,0.6871285438537598,6.944477081298828,2.492055654525757,0.13294574618339539,0.5974290370941162,3.491025686264038,2.3822858333587646,0.21377891302108765,0.6320722699165344,6.942117691040039,2.546675205230713,0.1328343152999878,0.6321974396705627,0.1407623291015625,0.400848388671875,0.3511476533059267,9225,0,1,0,2
id1,20260328_100157_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100157_HDR.jpg,137.4500274658203,136.4951171875,94.16468811035156,31.897186279296875,87.76058959960938,140.2899169921875,45.31949170532941,43.88207784441501,46.42472497635306,12.674629330092515,42.89298249775554,44.856699250712715,0.0655975341796875,0.8587188720703125,0.0456390380859375,0.01959228515625,0.0084228515625,0.0009613037109375,0.000152587890625,0.00091552734375,0.1010284423828125,0.2029876708984375,0.27630615234375,0.232696533203125,0.1332855224609375,0.047882080078125,0.0053253173828125,0.00048828125,0.0,0.0315093994140625,0.1531524658203125,0.215667724609375,0.2376251220703125,0.2415924072265625,0.0860748291015625,0.0343780517578125,0.4477996826171875,1.928250118624419,1.0448979591836736,0.09459037109681029,0.6932908103000236,66,3.2947564125061035,2.12123703956604,0.20132608711719513,0.7138976454734802,6.55203914642334,2.4746687412261963,0.12539711594581604,0.5704922080039978,3.2938475608825684,2.430217981338501,0.20199650526046753,0.6736094951629639,6.553345680236816,2.6126248836517334,0.12545618414878845,0.6403471827507019,0.1406707763671875,0.52001953125,0.2705026260966521,9219,0,1,0,2
id1,20260328_100158_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100158_HDR.jpg,132.28646850585938,131.9103240966797,89.09272766113281,32.42955017089844,92.21334838867188,135.6625518798828,45.85336281399426,44.687540628859814,46.046221108393766,12.622141740392092,42.951116581184706,45.52143813163083,0.056671142578125,0.852813720703125,0.0562286376953125,0.0279083251953125,0.0050048828125,0.0005035400390625,6.103515625e-05,0.0008087158203125,0.077728271484375,0.1835784912109375,0.2754058837890625,0.267181396484375,0.1227264404296875,0.0619964599609375,0.009979248046875,0.00140380859375,6.103515625e-05,0.051300048828125,0.1688995361328125,0.22015380859375,0.2258148193359375,0.2315216064453125,0.073699951171875,0.0285491943359375,0.509490966796875,2.949484776821919,1.0,0.04599748133224256,0.6063082202974343,74,3.1714730262756348,2.2998247146606445,0.19388365745544434,0.7295892238616943,6.3135809898376465,2.4786176681518555,0.12081923335790634,0.5979158878326416,3.1734824180603027,2.3822481632232666,0.19409558176994324,0.6234928369522095,6.315123081207275,2.7208971977233887,0.120828777551651,0.6477797031402588,0.16619873046875,0.5316314697265625,0.31261121634808564,10892,0,1,0,2
id1,20260328_100200_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100200_HDR.jpg,139.16709899902344,141.40765380859375,94.44943237304688,34.30204772949219,92.86422729492188,144.74949645996094,45.466827221691446,44.8825995291213,44.5017422828154,14.056546029708704,38.54778700723776,45.72610174360873,0.0600433349609375,0.824676513671875,0.0643463134765625,0.037445068359375,0.0128326416015625,0.0001373291015625,6.103515625e-05,0.000457763671875,0.041778564453125,0.1994476318359375,0.29840087890625,0.2840728759765625,0.1174468994140625,0.052520751953125,0.0051727294921875,0.00115966796875,4.57763671875e-05,0.048583984375,0.1253662109375,0.174163818359375,0.2220916748046875,0.28277587890625,0.1234893798828125,0.0234832763671875,0.5057601928710938,2.5768572092056274,1.0,0.05982102056613587,0.6096228653405799,64,3.3749754428863525,2.408696174621582,0.20596268773078918,0.6353946924209595,6.726124286651611,2.4800703525543213,0.12871374189853668,0.5454858541488647,3.3793015480041504,2.2587616443634033,0.20618855953216553,0.569405734539032,6.724260330200195,2.7443997859954834,0.12867945432662964,0.6114764213562012,0.2545013427734375,0.4333343505859375,0.5872887323943662,16679,0,1,0,2
id1,20260328_100202_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100202_HDR.jpg,140.00942993164062,143.9029541015625,96.96208190917969,35.086822509765625,91.63290405273438,146.52992248535156,46.64978778497315,45.501930747194706,46.725078084039616,13.443931271159972,38.9694556727289,46.17090360289856,0.05401611328125,0.8243255615234375,0.0678558349609375,0.048553466796875,0.0050811767578125,0.0,0.0,0.0001678466796875,0.051727294921875,0.207061767578125,0.2833251953125,0.283294677734375,0.1231536865234375,0.04742431640625,0.0033721923828125,0.000640869140625,0.0,0.04925537109375,0.116912841796875,0.1671905517578125,0.22027587890625,0.288970947265625,0.1301727294921875,0.0272216796875,0.7384262084960938,3.0246681798016652,1.0,0.06339302979394389,0.7703885890762054,40,3.431023120880127,2.4044384956359863,0.2092331498861313,0.5706992149353027,6.818853855133057,2.379856586456299,0.13051268458366394,0.46000927686691284,3.4319372177124023,2.140488386154175,0.20969390869140625,0.5092746615409851,6.825309753417969,3.0049078464508057,0.13060548901557922,0.5191876292228699,0.3034515380859375,0.3424072265625,0.8861904549708124,19887,0,1,0,2
id1,20260328_100204_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100204_HDR.jpg,134.35009765625,140.21731567382812,93.95759582519531,36.9906005859375,94.46066284179688,142.8267364501953,44.062922371537624,45.17905136885141,47.80144300617789,15.891339502147062,40.82490789564128,45.74003243889169,0.05987548828125,0.7928924560546875,0.071868896484375,0.0520782470703125,0.0230560302734375,0.0,0.0,0.0002288818359375,0.041961669921875,0.215972900390625,0.27252197265625,0.263916015625,0.1324920654296875,0.0621795654296875,0.009979248046875,0.0009765625,0.0007476806640625,0.05413818359375,0.1242523193359375,0.1717376708984375,0.2433013916015625,0.285308837890625,0.08941650390625,0.031097412109375,0.7159271240234375,2.3543089769082144,1.0,0.10144526497811908,0.774074868427565,39,3.3240418434143066,2.51554274559021,0.20256125926971436,0.6270290613174438,6.611231327056885,2.277942180633545,0.12655162811279297,0.4616968333721161,3.3246819972991943,2.0027318000793457,0.20292413234710693,0.5212680101394653,6.617771148681641,2.753833770751953,0.12669630348682404,0.4915546476840973,0.360565185546875,0.3120880126953125,1.155275251784492,23630,0,1,0,2
id2,20260328_100220_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_100220_HDR.jpg,130.9792938232422,131.9033203125,105.50811767578125,35.671844482421875,57.556976318359375,133.7747039794922,46.17011961647654,46.039889652027156,48.2602929210344,19.844140885452152,36.22390402335572,46.176379609248286,0.0921173095703125,0.7835845947265625,0.054962158203125,0.02508544921875,0.03118896484375,0.0079803466796875,0.002105712890625,0.0029754638671875,0.2869110107421875,0.3173828125,0.22711181640625,0.1302947998046875,0.0330657958984375,0.004425048828125,0.0008087158203125,0.0,0.0,0.015625,0.22711181640625,0.2552032470703125,0.2171478271484375,0.173065185546875,0.0621337890625,0.049713134765625,0.30381011962890625,0.9503599677700549,1.7655172413793103,0.2641896799803869,0.6986875811488928,52,3.2110443115234375,2.0417227745056152,0.19565671682357788,0.5175330638885498,6.3878984451293945,2.517977237701416,0.12224132567644119,0.5010474920272827,3.2110509872436523,2.1826231479644775,0.19631892442703247,0.5683374404907227,6.387982368469238,2.809685707092285,0.12227338552474976,0.45623236894607544,0.15093994140625,0.2401885986328125,0.6283826705628256,9892,0,1,0,2
