class,filename,image_path
seed_formation,20260328_1007_seed_formation_5_rot30.jpg,data/raw/seed_formation/20260328_1007_seed_formation_5_rot30.jpg
seed_formation,20260727_1715_seed_formation_23_sdown.jpg,data/raw/seed_formation/20260727_1715_seed_formation_23_sdown.jpg
full_bloom,20260328_1052_full_bloom_57_rot30.jpg,data/raw/full_bloom/20260328_1052_full_bloom_57_rot30.jpg
pre_bloom,20260328_1108_pre_bloom_63.jpg,data/raw/pre_bloom/20260328_1108_pre_bloom_63.jpg
vegetative,20260328_1117_vegetative_79_cdown.jpg,data/raw/vegetative/20260328_1117_vegetative_79_cdown.jpg
vegetative,20260804_1655_vegetative_154_bup.jpg,data/raw/vegetative/20260804_1655_vegetative_154_bup.jpg
pre_bloom,20260328_1005_pre_bloom_7_rot30.jpg,data/raw/pre_bloom/20260328_1005_pre_bloom_7_rot30.jpg
pre_bloom,20260731_1658_pre_bloom_86_cdown.jpg,data/raw/pre_bloom/20260731_1658_pre_bloom_86_cdown.jpg
full_bloom,20260328_1109_full_bloom_104_rot60.jpg,data/raw/full_bloom/20260328_1109_full_bloom_104_rot60.jpg
full_bloom,20260328_1038_full_bloom_44_cup.jpg,data/raw/full_bloom/20260328_1038_full_bloom_44_cup.jpg
wilting,20260824_1721_wilting_107_bdown.jpg,data/raw/wilting/20260824_1721_wilting_107_bdown.jpg
budding,20260328_1121_budding_186_bup.jpg,data/raw/budding/20260328_1121_budding_186_bup.jpg
pre_bloom,20260726_1336_pre_bloom_29.jpg,data/raw/pre_bloom/20260726_1336_pre_bloom_29.jpg
pre_bloom,20260726_1337_pre_bloom_33_sup.jpg,data/raw/pre_bloom/20260726_1337_pre_bloom_33_sup.jpg
wilting,20260824_1706_wilting_54_rot60.jpg,data/raw/wilting/20260824_1706_wilting_54_rot60.jpg
full_bloom,20260727_1724_full_bloom_70.jpg,data/raw/full_bloom/20260727_1724_full_bloom_70.jpg
pre_bloom,20260804_1724_pre_bloom_102_sup.jpg,data/raw/pre_bloom/20260804_1724_pre_bloom_102_sup.jpg
wilting,20260819_1716_wilting_22_bdown.jpg,data/raw/wilting/20260819_1716_wilting_22_bdown.jpg
seed_formation,20260328_1039_seed_formation_90_bup.jpg,data/raw/seed_formation/20260328_1039_seed_formation_90_bup.jpg
pre_bloom,20260328_1042_pre_bloom_34_bup.jpg,data/raw/pre_bloom/20260328_1042_pre_bloom_34_bup.jpg
budding,20260328_1042_budding_130.jpg,data/raw/budding/20260328_1042_budding_130.jpg
seed_formation,20260328_1009_seed_formation_32.jpg,data/raw/seed_formation/20260328_1009_seed_formation_32.jpg
seed_formation,20260328_1020_seed_formation_58_cup.jpg,data/raw/seed_formation/20260328_1020_seed_formation_58_cup.jpg
budding,20260328_1110_budding_166_rot60.jpg,data/raw/budding/20260328_1110_budding_166_rot60.jpg
pre_bloom,20260328_1109_pre_bloom_72_cdown.jpg,data/raw/pre_bloom/20260328_1109_pre_bloom_72_cdown.jpg
wilting,20260722_1658_wilting_6.jpg,data/raw/wilting/20260722_1658_wilting_6.jpg
full_bloom,20260328_1052_full_bloom_62_rot30.jpg,data/raw/full_bloom/20260328_1052_full_bloom_62_rot30.jpg
budding,20260328_1121_budding_184_sup.jpg,data/raw/budding/20260328_1121_budding_184_sup.jpg
budding,20260328_1018_budding_128_cup.jpg,data/raw/budding/20260328_1018_budding_128_cup.jpg
full_bloom,20260727_1709_full_bloom_40_rot30.jpg,data/raw/full_bloom/20260727_1709_full_bloom_40_rot30.jpg
pre_bloom,20260727_1711_pre_bloom_50.jpg,data/raw/pre_bloom/20260727_1711_pre_bloom_50.jpg
pre_bloom,20260712_0854_pre_bloom_2_rot45.jpg,data/raw/pre_bloom/20260712_0854_pre_bloom_2_rot45.jpg
seed_formation,seedformation4.jpg,data/raw/seed_formation/seedformation4.jpg
wilting,20260819_1717_wilting_28_sup.jpg,data/raw/wilting/20260819_1717_wilting_28_sup.jpg
full_bloom,20260328_1109_full_bloom_105_cdown.jpg,data/raw/full_bloom/20260328_1109_full_bloom_105_cdown.jpg
vegetative,20260328_1037_vegetative_41_sup.jpg,data/raw/vegetative/20260328_1037_vegetative_41_sup.jpg
seed_formation,20260727_1733_seed_formation_175_bdown.jpg,data/raw/seed_formation/20260727_1733_seed_formation_175_bdown.jpg
wilting,20260814_1636_wilting_17_rot30.jpg,data/raw/wilting/20260814_1636_wilting_17_rot30.jpg
seed_formation,20260328_1040_seed_formation_96_sdown.jpg,data/raw/seed_formation/20260328_1040_seed_formation_96_sdown.jpg
pre_bloom,20260726_1337_pre_bloom_35_cdown.jpg,data/raw/pre_bloom/20260726_1337_pre_bloom_35_cdown.jpg
seed_formation,20260328_1023_seed_formation_72.jpg,data/raw/seed_formation/20260328_1023_seed_formation_72.jpg
wilting,20260824_1706_wilting_55_rot45.jpg,data/raw/wilting/20260824_1706_wilting_55_rot45.jpg
pre_bloom,20260811_1639_pre_bloom_112.jpg,data/raw/pre_bloom/20260811_1639_pre_bloom_112.jpg
seed_formation,20260328_1041_seed_formation_113_cdown.jpg,data/raw/seed_formation/20260328_1041_seed_formation_113_cdown.jpg
pre_bloom,20260722_1742_pre_bloom_16_rot60.jpg,data/raw/pre_bloom/20260722_1742_pre_bloom_16_rot60.jpg
full_bloom,20260328_1013_full_bloom_3_sup.jpg,data/raw/full_bloom/20260328_1013_full_bloom_3_sup.jpg
pre_bloom,20260328_1043_pre_bloom_39_sdown.jpg,data/raw/pre_bloom/20260328_1043_pre_bloom_39_sdown.jpg
vegetative,20260328_1046_vegetative_65_sup.jpg,data/raw/vegetative/20260328_1046_vegetative_65_sup.jpg
full_bloom,20260328_1037_full_bloom_36_bup.jpg,data/raw/full_bloom/20260328_1037_full_bloom_36_bup.jpg
vegetative,20260722_1821_vegetative_151_sdown.jpg,data/raw/vegetative/20260722_1821_vegetative_151_sdown.jpg
vegetative,flowerin_0000_vegetative_166_rot60.jpg,data/raw/vegetative/flowerin_0000_vegetative_166_rot60.jpg
vegetative,20260712_0838_vegetative_102_bup.jpg,data/raw/vegetative/20260712_0838_vegetative_102_bup.jpg
wilting,20260824_1707_wilting_68_cup.jpg,data/raw/wilting/20260824_1707_wilting_68_cup.jpg
budding,20260328_1110_budding_166_bup.jpg,data/raw/budding/20260328_1110_budding_166_bup.jpg
seed_formation,20260328_1009_seed_formation_28.jpg,data/raw/seed_formation/20260328_1009_seed_formation_28.jpg
wilting,20260814_1637_wilting_27_rot30.jpg,data/raw/wilting/20260814_1637_wilting_27_rot30.jpg
vegetative,vegetati_0000_vegetative_173_bup.jpg,data/raw/vegetative/vegetati_0000_vegetative_173_bup.jpg
full_bloom,20260328_1053_full_bloom_79_bup.jpg,data/raw/full_bloom/20260328_1053_full_bloom_79_bup.jpg
full_bloom,20260328_1111_full_bloom_121_cdown.jpg,data/raw/full_bloom/20260328_1111_full_bloom_121_cdown.jpg
wilting,20260328_1056_wilting_2_cup.jpg,data/raw/wilting/20260328_1056_wilting_2_cup.jpg
pre_bloom,20260811_1640_pre_bloom_124_rot60.jpg,data/raw/pre_bloom/20260811_1640_pre_bloom_124_rot60.jpg
seed_formation,20260328_1022_seed_formation_61_bdown.jpg,data/raw/seed_formation/20260328_1022_seed_formation_61_bdown.jpg
full_bloom,20260727_1709_full_bloom_47_cup.jpg,data/raw/full_bloom/20260727_1709_full_bloom_47_cup.jpg
full_bloom,20260328_1109_full_bloom_109_bdown.jpg,data/raw/full_bloom/20260328_1109_full_bloom_109_bdown.jpg
pre_bloom,20260328_1108_pre_bloom_48_cup.jpg,data/raw/pre_bloom/20260328_1108_pre_bloom_48_cup.jpg
wilting,20260824_1709_wilting_80_rot30.jpg,data/raw/wilting/20260824_1709_wilting_80_rot30.jpg
vegetative,20260328_1038_vegetative_51_rot30.jpg,data/raw/vegetative/20260328_1038_vegetative_51_rot30.jpg
seed_formation,20260328_1041_seed_formation_116_rot60.jpg,data/raw/seed_formation/20260328_1041_seed_formation_116_rot60.jpg
full_bloom,20260328_1110_full_bloom_117_bup.jpg,data/raw/full_bloom/20260328_1110_full_bloom_117_bup.jpg
vegetative,vegetati_0000_vegetative_177_cdown.jpg,data/raw/vegetative/vegetati_0000_vegetative_177_cdown.jpg
vegetative,20260328_1015_vegetative_13_bdown.jpg,data/raw/vegetative/20260328_1015_vegetative_13_bdown.jpg
wilting,20260819_1718_wilting_33_cdown.jpg,data/raw/wilting/20260819_1718_wilting_33_cdown.jpg
vegetative,20260328_1116_vegetative_74_rot60.jpg,data/raw/vegetative/20260328_1116_vegetative_74_rot60.jpg
full_bloom,20260727_1709_full_bloom_43.jpg,data/raw/full_bloom/20260727_1709_full_bloom_43.jpg
full_bloom,flowerin_0000_full_bloom_149_bup.jpg,data/raw/full_bloom/flowerin_0000_full_bloom_149_bup.jpg
vegetative,20260328_1038_vegetative_51_sup.jpg,data/raw/vegetative/20260328_1038_vegetative_51_sup.jpg
seed_formation,20260328_1019_seed_formation_35_cdown.jpg,data/raw/seed_formation/20260328_1019_seed_formation_35_cdown.jpg
budding,20260328_1123_budding_222_sdown.jpg,data/raw/budding/20260328_1123_budding_222_sdown.jpg
pre_bloom,20260727_1737_pre_bloom_72_rot30.jpg,data/raw/pre_bloom/20260727_1737_pre_bloom_72_rot30.jpg
wilting,20260824_1708_wilting_72_sup.jpg,data/raw/wilting/20260824_1708_wilting_72_sup.jpg
full_bloom,flowerin_0000_full_bloom_147_rot60.jpg,data/raw/full_bloom/flowerin_0000_full_bloom_147_rot60.jpg
budding,20260328_1121_budding_189.jpg,data/raw/budding/20260328_1121_budding_189.jpg
pre_bloom,20260328_1109_pre_bloom_70_cup.jpg,data/raw/pre_bloom/20260328_1109_pre_bloom_70_cup.jpg
seed_formation,20260328_1042_seed_formation_123_sdown.jpg,data/raw/seed_formation/20260328_1042_seed_formation_123_sdown.jpg
full_bloom,20260328_1038_full_bloom_43_rot30.jpg,data/raw/full_bloom/20260328_1038_full_bloom_43_rot30.jpg
full_bloom,20260328_1052_full_bloom_72_rot60.jpg,data/raw/full_bloom/20260328_1052_full_bloom_72_rot60.jpg
seed_formation,20260328_1007_seed_formation_5_cdown.jpg,data/raw/seed_formation/20260328_1007_seed_formation_5_cdown.jpg
full_bloom,20260328_1053_full_bloom_74_cdown.jpg,data/raw/full_bloom/20260328_1053_full_bloom_74_cdown.jpg
full_bloom,20260328_1059_full_bloom_92_bdown.jpg,data/raw/full_bloom/20260328_1059_full_bloom_92_bdown.jpg
budding,20260328_1011_budding_100_rot45.jpg,data/raw/budding/20260328_1011_budding_100_rot45.jpg
vegetative,20260328_1117_vegetative_81_cup.jpg,data/raw/vegetative/20260328_1117_vegetative_81_cup.jpg
full_bloom,20260727_1707_full_bloom_33_cdown.jpg,data/raw/full_bloom/20260727_1707_full_bloom_33_cdown.jpg
wilting,20260824_1708_wilting_71.jpg,data/raw/wilting/20260824_1708_wilting_71.jpg
wilting,20260824_1721_wilting_98_rot30.jpg,data/raw/wilting/20260824_1721_wilting_98_rot30.jpg
budding,20260328_1005_budding_31_bdown.jpg,data/raw/budding/20260328_1005_budding_31_bdown.jpg
budding,20260328_1121_budding_187_rot60.jpg,data/raw/budding/20260328_1121_budding_187_rot60.jpg
budding,20260328_1054_budding_133_bdown.jpg,data/raw/budding/20260328_1054_budding_133_bdown.jpg
wilting,20260819_1717_wilting_31_bup.jpg,data/raw/wilting/20260819_1717_wilting_31_bup.jpg
budding,20260328_1042_budding_131_bdown.jpg,data/raw/budding/20260328_1042_budding_131_bdown.jpg
pre_bloom,20260811_1639_pre_bloom_109.jpg,data/raw/pre_bloom/20260811_1639_pre_bloom_109.jpg
budding,20260328_1005_budding_66_bup.jpg,data/raw/budding/20260328_1005_budding_66_bup.jpg
full_bloom,20260328_1012_full_bloom_1_rot60.jpg,data/raw/full_bloom/20260328_1012_full_bloom_1_rot60.jpg
seed_formation,20260328_1041_seed_formation_110.jpg,data/raw/seed_formation/20260328_1041_seed_formation_110.jpg
full_bloom,20260328_1038_full_bloom_47_rot60.jpg,data/raw/full_bloom/20260328_1038_full_bloom_47_rot60.jpg
budding,20260328_1123_budding_219_sup.jpg,data/raw/budding/20260328_1123_budding_219_sup.jpg
full_bloom,20260328_1110_full_bloom_117_bdown.jpg,data/raw/full_bloom/20260328_1110_full_bloom_117_bdown.jpg
wilting,20260722_1658_wilting_7_bup.jpg,data/raw/wilting/20260722_1658_wilting_7_bup.jpg
seed_formation,20260328_1041_seed_formation_115_rot45.jpg,data/raw/seed_formation/20260328_1041_seed_formation_115_rot45.jpg
full_bloom,20260328_1013_full_bloom_10_rot60.jpg,data/raw/full_bloom/20260328_1013_full_bloom_10_rot60.jpg
full_bloom,20260727_1707_full_bloom_37_bdown.jpg,data/raw/full_bloom/20260727_1707_full_bloom_37_bdown.jpg
full_bloom,20260727_1711_full_bloom_56_sdown.jpg,data/raw/full_bloom/20260727_1711_full_bloom_56_sdown.jpg
seed_formation,20260722_1745_seed_formation_10_rot45.jpg,data/raw/seed_formation/20260722_1745_seed_formation_10_rot45.jpg
budding,20260328_1011_budding_97_sup.jpg,data/raw/budding/20260328_1011_budding_97_sup.jpg
wilting,20260814_1637_wilting_23_cdown.jpg,data/raw/wilting/20260814_1637_wilting_23_cdown.jpg
full_bloom,20260328_1109_full_bloom_112_sup.jpg,data/raw/full_bloom/20260328_1109_full_bloom_112_sup.jpg
seed_formation,20260328_1020_seed_formation_41_bdown.jpg,data/raw/seed_formation/20260328_1020_seed_formation_41_bdown.jpg
pre_bloom,20260328_1043_pre_bloom_35_sdown.jpg,data/raw/pre_bloom/20260328_1043_pre_bloom_35_sdown.jpg
full_bloom,20260328_1052_full_bloom_63_bdown.jpg,data/raw/full_bloom/20260328_1052_full_bloom_63_bdown.jpg
budding,20260328_1005_budding_14_bup.jpg,data/raw/budding/20260328_1005_budding_14_bup.jpg
pre_bloom,20260328_1109_pre_bloom_72_sdown.jpg,data/raw/pre_bloom/20260328_1109_pre_bloom_72_sdown.jpg
budding,20260328_1005_budding_33_bdown.jpg,data/raw/budding/20260328_1005_budding_33_bdown.jpg
wilting,20260814_1647_wilting_43_sdown.jpg,data/raw/wilting/20260814_1647_wilting_43_sdown.jpg
pre_bloom,20260727_1711_pre_bloom_50_cdown.jpg,data/raw/pre_bloom/20260727_1711_pre_bloom_50_cdown.jpg
budding,20260328_1110_budding_172.jpg,data/raw/budding/20260328_1110_budding_172.jpg
seed_formation,20260731_1719_seed_formation_184.jpg,data/raw/seed_formation/20260731_1719_seed_formation_184.jpg
budding,20260328_1005_budding_1_cup.jpg,data/raw/budding/20260328_1005_budding_1_cup.jpg
pre_bloom,Budding0_0000_pre_bloom_76_cdown.jpg,data/raw/pre_bloom/Budding0_0000_pre_bloom_76_cdown.jpg
seed_formation,20260722_1745_seed_formation_10_cup.jpg,data/raw/seed_formation/20260722_1745_seed_formation_10_cup.jpg
budding,20260328_1005_budding_8_rot60.jpg,data/raw/budding/20260328_1005_budding_8_rot60.jpg
seed_formation,20260722_1754_seed_formation_158_bup.jpg,data/raw/seed_formation/20260722_1754_seed_formation_158_bup.jpg
vegetative,20260712_0914_vegetative_144.jpg,data/raw/vegetative/20260712_0914_vegetative_144.jpg
pre_bloom,20260328_1109_pre_bloom_68_sdown.jpg,data/raw/pre_bloom/20260328_1109_pre_bloom_68_sdown.jpg
budding,20260328_1121_budding_196_cup.jpg,data/raw/budding/20260328_1121_budding_196_cup.jpg
vegetative,20260328_1117_vegetative_79_sdown.jpg,data/raw/vegetative/20260328_1117_vegetative_79_sdown.jpg
pre_bloom,20260811_1639_pre_bloom_112_sdown.jpg,data/raw/pre_bloom/20260811_1639_pre_bloom_112_sdown.jpg
seed_formation,20260722_1745_seed_formation_11_bup.jpg,data/raw/seed_formation/20260722_1745_seed_formation_11_bup.jpg
pre_bloom,20260722_1743_pre_bloom_24_rot60.jpg,data/raw/pre_bloom/20260722_1743_pre_bloom_24_rot60.jpg
vegetative,20260712_0851_vegetative_111_cdown.jpg,data/raw/vegetative/20260712_0851_vegetative_111_cdown.jpg
wilting,20260814_1646_wilting_36_bdown.jpg,data/raw/wilting/20260814_1646_wilting_36_bdown.jpg
seed_formation,20260727_1733_seed_formation_177_sup.jpg,data/raw/seed_formation/20260727_1733_seed_formation_177_sup.jpg
wilting,20260819_1717_wilting_31.jpg,data/raw/wilting/20260819_1717_wilting_31.jpg
full_bloom,20260727_1707_full_bloom_35_sup.jpg,data/raw/full_bloom/20260727_1707_full_bloom_35_sup.jpg
vegetative,20260712_0902_vegetative_141_rot60.jpg,data/raw/vegetative/20260712_0902_vegetative_141_rot60.jpg
full_bloom,20260722_1744_full_bloom_22_bup.jpg,data/raw/full_bloom/20260722_1744_full_bloom_22_bup.jpg
full_bloom,20260727_1722_full_bloom_65_bdown.jpg,data/raw/full_bloom/20260727_1722_full_bloom_65_bdown.jpg
vegetative,20260804_1656_vegetative_155_rot45.jpg,data/raw/vegetative/20260804_1656_vegetative_155_rot45.jpg
vegetative,20260328_1037_vegetative_41_cdown.jpg,data/raw/vegetative/20260328_1037_vegetative_41_cdown.jpg
seed_formation,20260715_1554_seed_formation_127_sdown.jpg,data/raw/seed_formation/20260715_1554_seed_formation_127_sdown.jpg
budding,20260328_1110_budding_159_cup.jpg,data/raw/budding/20260328_1110_budding_159_cup.jpg
full_bloom,20260328_1110_full_bloom_120_rot30.jpg,data/raw/full_bloom/20260328_1110_full_bloom_120_rot30.jpg
vegetative,20260804_1656_vegetative_155_rot60.jpg,data/raw/vegetative/20260804_1656_vegetative_155_rot60.jpg
wilting,20260824_1705_wilting_45_rot60.jpg,data/raw/wilting/20260824_1705_wilting_45_rot60.jpg
wilting,20260824_1709_wilting_82_sdown.jpg,data/raw/wilting/20260824_1709_wilting_82_sdown.jpg
vegetative,20260804_1655_vegetative_154_cup.jpg,data/raw/vegetative/20260804_1655_vegetative_154_cup.jpg
full_bloom,20260727_1709_full_bloom_47_rot30.jpg,data/raw/full_bloom/20260727_1709_full_bloom_47_rot30.jpg
full_bloom,20260328_1114_full_bloom_132_sup.jpg,data/raw/full_bloom/20260328_1114_full_bloom_132_sup.jpg
full_bloom,20260328_1053_full_bloom_77.jpg,data/raw/full_bloom/20260328_1053_full_bloom_77.jpg
wilting,wilting1_0000_wilting_45_rot30.jpg,data/raw/wilting/wilting1_0000_wilting_45_rot30.jpg
wilting,20260814_1637_wilting_22_cdown.jpg,data/raw/wilting/20260814_1637_wilting_22_cdown.jpg
vegetative,flowerin_0000_vegetative_166_cdown.jpg,data/raw/vegetative/flowerin_0000_vegetative_166_cdown.jpg
budding,20260328_1011_budding_103_rot60.jpg,data/raw/budding/20260328_1011_budding_103_rot60.jpg
seed_formation,20260328_1039_seed_formation_79_rot30.jpg,data/raw/seed_formation/20260328_1039_seed_formation_79_rot30.jpg
seed_formation,20260715_1602_seed_formation_143_sdown.jpg,data/raw/seed_formation/20260715_1602_seed_formation_143_sdown.jpg
vegetative,20260712_0902_vegetative_131_rot45.jpg,data/raw/vegetative/20260712_0902_vegetative_131_rot45.jpg
seed_formation,20260727_1733_seed_formation_175_cup.jpg,data/raw/seed_formation/20260727_1733_seed_formation_175_cup.jpg
wilting,20260824_1708_wilting_75_rot30.jpg,data/raw/wilting/20260824_1708_wilting_75_rot30.jpg
seed_formation,20260328_1042_seed_formation_124_bdown.jpg,data/raw/seed_formation/20260328_1042_seed_formation_124_bdown.jpg
full_bloom,20260727_1709_full_bloom_51_rot30.jpg,data/raw/full_bloom/20260727_1709_full_bloom_51_rot30.jpg
wilting,20260824_1720_wilting_92_rot45.jpg,data/raw/wilting/20260824_1720_wilting_92_rot45.jpg
vegetative,20260804_1655_vegetative_154_rot45.jpg,data/raw/vegetative/20260804_1655_vegetative_154_rot45.jpg
wilting,20260819_1705_wilting_17_rot30.jpg,data/raw/wilting/20260819_1705_wilting_17_rot30.jpg
pre_bloom,20260712_0854_pre_bloom_2_cup.jpg,data/raw/pre_bloom/20260712_0854_pre_bloom_2_cup.jpg
vegetative,20260712_0902_vegetative_135_sdown.jpg,data/raw/vegetative/20260712_0902_vegetative_135_sdown.jpg
budding,20260328_1110_budding_159.jpg,data/raw/budding/20260328_1110_budding_159.jpg
pre_bloom,20260722_1743_pre_bloom_25_rot30.jpg,data/raw/pre_bloom/20260722_1743_pre_bloom_25_rot30.jpg
wilting,20260824_1709_wilting_81_sdown.jpg,data/raw/wilting/20260824_1709_wilting_81_sdown.jpg
vegetative,20260712_0846_vegetative_108_sdown.jpg,data/raw/vegetative/20260712_0846_vegetative_108_sdown.jpg
pre_bloom,20260731_1709_pre_bloom_92_bdown.jpg,data/raw/pre_bloom/20260731_1709_pre_bloom_92_bdown.jpg
vegetative,20260328_1046_vegetative_54_cup.jpg,data/raw/vegetative/20260328_1046_vegetative_54_cup.jpg
wilting,20260824_1721_wilting_100_sup.jpg,data/raw/wilting/20260824_1721_wilting_100_sup.jpg
vegetative,20260328_1002_vegetative_3_cdown.jpg,data/raw/vegetative/20260328_1002_vegetative_3_cdown.jpg
budding,20260328_1122_budding_210_bup.jpg,data/raw/budding/20260328_1122_budding_210_bup.jpg
pre_bloom,20260727_1737_pre_bloom_74_cup.jpg,data/raw/pre_bloom/20260727_1737_pre_bloom_74_cup.jpg
pre_bloom,20260727_1737_pre_bloom_72_sup.jpg,data/raw/pre_bloom/20260727_1737_pre_bloom_72_sup.jpg
full_bloom,20260328_1110_full_bloom_118.jpg,data/raw/full_bloom/20260328_1110_full_bloom_118.jpg
full_bloom,20260328_1038_full_bloom_41.jpg,data/raw/full_bloom/20260328_1038_full_bloom_41.jpg
full_bloom,20260328_1052_full_bloom_69_bup.jpg,data/raw/full_bloom/20260328_1052_full_bloom_69_bup.jpg
pre_bloom,20260811_1640_pre_bloom_122_sup.jpg,data/raw/pre_bloom/20260811_1640_pre_bloom_122_sup.jpg
full_bloom,20260328_1059_full_bloom_93_rot45.jpg,data/raw/full_bloom/20260328_1059_full_bloom_93_rot45.jpg
pre_bloom,20260727_1555_pre_bloom_41_sdown.jpg,data/raw/pre_bloom/20260727_1555_pre_bloom_41_sdown.jpg
seed_formation,20260328_1008_seed_formation_21_rot60.jpg,data/raw/seed_formation/20260328_1008_seed_formation_21_rot60.jpg
pre_bloom,20260727_1555_pre_bloom_46_bup.jpg,data/raw/pre_bloom/20260727_1555_pre_bloom_46_bup.jpg
seed_formation,20260328_1020_seed_formation_58_bdown.jpg,data/raw/seed_formation/20260328_1020_seed_formation_58_bdown.jpg
budding,20260328_1011_budding_95.jpg,data/raw/budding/20260328_1011_budding_95.jpg
vegetative,20260328_1006_vegetative_7_rot30.jpg,data/raw/vegetative/20260328_1006_vegetative_7_rot30.jpg
vegetative,20260712_0838_vegetative_105_bup.jpg,data/raw/vegetative/20260712_0838_vegetative_105_bup.jpg
wilting,wilting1_0000_wilting_45_rot45.jpg,data/raw/wilting/wilting1_0000_wilting_45_rot45.jpg
vegetative,20260328_1116_vegetative_73_bup.jpg,data/raw/vegetative/20260328_1116_vegetative_73_bup.jpg
full_bloom,20260328_1013_full_bloom_7_sdown.jpg,data/raw/full_bloom/20260328_1013_full_bloom_7_sdown.jpg
vegetative,20260722_1821_vegetative_152_rot30.jpg,data/raw/vegetative/20260722_1821_vegetative_152_rot30.jpg
full_bloom,20260328_1036_full_bloom_29_cdown.jpg,data/raw/full_bloom/20260328_1036_full_bloom_29_cdown.jpg
full_bloom,20260328_1038_full_bloom_41_sdown.jpg,data/raw/full_bloom/20260328_1038_full_bloom_41_sdown.jpg
wilting,20260819_1718_wilting_37_cdown.jpg,data/raw/wilting/20260819_1718_wilting_37_cdown.jpg
vegetative,20260712_0901_vegetative_123_bdown.jpg,data/raw/vegetative/20260712_0901_vegetative_123_bdown.jpg
vegetative,20260328_1037_vegetative_45_cdown.jpg,data/raw/vegetative/20260328_1037_vegetative_45_cdown.jpg
pre_bloom,20260727_1711_pre_bloom_56_cdown.jpg,data/raw/pre_bloom/20260727_1711_pre_bloom_56_cdown.jpg
budding,20260328_1123_budding_217_cup.jpg,data/raw/budding/20260328_1123_budding_217_cup.jpg
