image_id,filename,class,split,plant_part,severity,affected_area_percent,notes
Black_LS_0044,Black_LS_0044.jpg,black_leaf_spot,validation,leaf,mild,,
Black_LS_0045,Black_LS_0045.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0046,Black_LS_0046.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0047,Black_LS_0047.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0048,Black_LS_0048.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0049,Black_LS_0049.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0050,Black_LS_0050.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0051,Black_LS_0051.jpg,black_leaf_spot,validation,leaf,moderate,,
Black_LS_0052,Black_LS_0052.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0053,Black_LS_0053.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0054,Black_LS_0054.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0055,Black_LS_0055.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0056,Black_LS_0056.jpg,black_leaf_spot,test,leaf,mild,,
Black_LS_0057,Black_LS_0057.jpg,black_leaf_spot,validation,leaf,mild,,
Black_LS_0058,Black_LS_0058.jpg,black_leaf_spot,test,leaf,mild,,
Black_LS_0059,Black_LS_0059.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0060,Black_LS_0060.jpg,black_leaf_spot,test,leaf,mild,,
Black_LS_0061,Black_LS_0061.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0062,Black_LS_0062.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0063,Black_LS_0063.jpg,black_leaf_spot,test,leaf,moderate,,
Black_LS_0064,Black_LS_0064.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0065,Black_LS_0065.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0066,Black_LS_0066.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0067,Black_LS_0067.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0068,Black_LS_0068.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0069,Black_LS_0069.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0070,Black_LS_0070.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0071,Black_LS_0071.jpg,black_leaf_spot,test,leaf,mild,,
Black_LS_0072,Black_LS_0072.jpg,black_leaf_spot,validation,leaf,mild,,
Black_LS_0073,Black_LS_0073.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0074,Black_LS_0074.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0075,Black_LS_0075.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0076,Black_LS_0076.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0077,Black_LS_0077.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0078,Black_LS_0078.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0079,Black_LS_0079.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0080,Black_LS_0080.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0081,Black_LS_0081.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0082,Black_LS_0082.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0083,Black_LS_0083.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0084,Black_LS_0084.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0085,Black_LS_0085.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0086,Black_LS_0086.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0087,Black_LS_0087.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0088,Black_LS_0088.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0089,Black_LS_0089.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0090,Black_LS_0090.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0091,Black_LS_0091.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0092,Black_LS_0092.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0093,Black_LS_0093.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0094,Black_LS_0094.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0095,Black_LS_0095.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0096,Black_LS_0096.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0097,Black_LS_0097.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0098,Black_LS_0098.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0099,Black_LS_0099.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0100,Black_LS_0100.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0101,Black_LS_0101.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0102,Black_LS_0102.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0103,Black_LS_0103.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0104,Black_LS_0104.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0105,Black_LS_0105.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0106,Black_LS_0106.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0107,Black_LS_0107.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0108,Black_LS_0108.jpg,black_leaf_spot,validation,leaf,moderate,,
Black_LS_0109,Black_LS_0109.jpg,black_leaf_spot,test,leaf,moderate,,
Black_LS_0110,Black_LS_0110.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0111,Black_LS_0111.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0112,Black_LS_0112.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0113,Black_LS_0113.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0114,Black_LS_0114.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0115,Black_LS_0115.jpg,black_leaf_spot,validation,leaf,moderate,,
Black_LS_0116,Black_LS_0116.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0117,Black_LS_0117.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0118,Black_LS_0118.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0119,Black_LS_0119.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0120,Black_LS_0120.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0121,Black_LS_0121.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0122,Black_LS_0122.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0123,Black_LS_0123.jpg,black_leaf_spot,validation,leaf,mild,,
Black_LS_0124,Black_LS_0124.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0125,Black_LS_0125.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0126,Black_LS_0126.jpg,black_leaf_spot,train,leaf,severe,,
Black_LS_0127,Black_LS_0127.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0128,Black_LS_0128.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0129,Black_LS_0129.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0130,Black_LS_0130.jpg,black_leaf_spot,validation,leaf,mild,,
Black_LS_0131,Black_LS_0131.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0132,Black_LS_0132.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0133,Black_LS_0133.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0134,Black_LS_0134.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0135,Black_LS_0135.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0136,Black_LS_0136.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0137,Black_LS_0137.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0138,Black_LS_0138.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0139,Black_LS_0139.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0140,Black_LS_0140.jpg,black_leaf_spot,test,leaf,mild,,
Black_LS_0141,Black_LS_0141.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0142,Black_LS_0142.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0143,Black_LS_0143.jpg,black_leaf_spot,validation,leaf,mild,,
Black_LS_0144,Black_LS_0144.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0145,Black_LS_0145.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0146,Black_LS_0146.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0147,Black_LS_0147.jpg,black_leaf_spot,validation,leaf,mild,,
Black_LS_0148,Black_LS_0148.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0149,Black_LS_0149.jpg,black_leaf_spot,train,leaf,mild,,
Black_LS_0150,Black_LS_0150.jpg,black_leaf_spot,train,leaf,moderate,,
Black_LS_0151,Black_LS_0151.jpg,black_leaf_spot,validation,leaf,mild,,
Black_LS_0152,Black_LS_0152.jpg,black_leaf_spot,train,leaf,mild,,
Healthy_0001,Healthy_0001.jpg,healthy,train,leaf,none,,
Healthy_0002,Healthy_0002.jpg,healthy,validation,leaf,none,,
Healthy_0003,Healthy_0003.jpg,healthy,train,leaf,none,,
Healthy_0004,Healthy_0004.jpg,healthy,train,leaf,none,,
Healthy_0005,Healthy_0005.jpg,healthy,train,leaf,none,,
Healthy_0006,Healthy_0006.jpg,healthy,train,leaf,none,,
Healthy_0007,Healthy_0007.jpg,healthy,test,leaf,none,,
Healthy_0008,Healthy_0008.jpg,healthy,test,leaf,none,,
Healthy_0009,Healthy_0009.jpg,healthy,test,leaf,none,,
Healthy_0010,Healthy_0010.jpg,healthy,train,leaf,none,,
Healthy_0011,Healthy_0011.jpg,healthy,train,leaf,none,,
Healthy_0012,Healthy_0012.jpg,healthy,train,leaf,none,,
Healthy_0013,Healthy_0013.jpg,healthy,train,leaf,none,,
Healthy_0014,Healthy_0014.jpg,healthy,train,leaf,none,,
Healthy_0015,Healthy_0015.jpg,healthy,train,leaf,none,,
Healthy_0016,Healthy_0016.jpg,healthy,train,leaf,none,,
Healthy_0017,Healthy_0017.jpg,healthy,train,leaf,none,,
Healthy_0018,Healthy_0018.jpg,healthy,train,leaf,none,,
Healthy_0019,Healthy_0019.jpg,healthy,train,leaf,none,,
Healthy_0020,Healthy_0020.jpg,healthy,train,leaf,none,,
Healthy_0021,Healthy_0021.jpg,healthy,train,leaf,none,,
Healthy_0022,Healthy_0022.jpg,healthy,train,leaf,none,,
Healthy_0023,Healthy_0023.jpg,healthy,test,leaf,none,,
Healthy_0024,Healthy_0024.jpg,healthy,test,leaf,none,,
Healthy_0025,Healthy_0025.jpg,healthy,train,leaf,none,,
Healthy_0026,Healthy_0026.jpg,healthy,train,leaf,none,,
Healthy_0027,Healthy_0027.jpg,healthy,test,leaf,none,,
Healthy_0028,Healthy_0028.jpg,healthy,train,leaf,none,,
Healthy_0029,Healthy_0029.jpg,healthy,test,leaf,none,,
Healthy_0030,Healthy_0030.jpg,healthy,train,leaf,none,,
Healthy_0031,Healthy_0031.jpg,healthy,train,leaf,none,,
Healthy_0032,Healthy_0032.jpg,healthy,train,leaf,none,,
Healthy_0033,Healthy_0033.jpg,healthy,train,leaf,none,,
Healthy_0034,Healthy_0034.jpg,healthy,train,leaf,none,,
Healthy_0035,Healthy_0035.jpg,healthy,train,leaf,none,,
Healthy_0036,Healthy_0036.jpg,healthy,test,leaf,none,,
Healthy_0037,Healthy_0037.jpg,healthy,train,leaf,none,,
Healthy_0038,Healthy_0038.jpg,healthy,train,leaf,none,,
Healthy_0039,Healthy_0039.jpg,healthy,train,leaf,none,,
Healthy_0040,Healthy_0040.jpg,healthy,validation,leaf,none,,
Healthy_0041,Healthy_0041.jpg,healthy,validation,leaf,none,,
Healthy_0042,Healthy_0042.jpg,healthy,train,leaf,none,,
Healthy_0043,Healthy_0043.jpg,healthy,train,leaf,none,,
Healthy_0044,Healthy_0044.jpg,healthy,train,leaf,none,,
Healthy_0045,Healthy_0045.jpg,healthy,train,leaf,none,,
Healthy_0046,Healthy_0046.jpg,healthy,train,leaf,none,,
Healthy_0047,Healthy_0047.jpg,healthy,train,leaf,none,,
Healthy_0048,Healthy_0048.jpg,healthy,train,leaf,none,,
Healthy_0049,Healthy_0049.jpg,healthy,train,leaf,none,,
Healthy_0050,Healthy_0050.jpg,healthy,train,leaf,none,,
Healthy_0051,Healthy_0051.jpg,healthy,validation,leaf,none,,
Healthy_0052,Healthy_0052.jpg,healthy,train,leaf,none,,
Healthy_0053,Healthy_0053.jpg,healthy,train,leaf,none,,
Healthy_0054,Healthy_0054.jpg,healthy,train,leaf,none,,
Healthy_0055,Healthy_0055.jpg,healthy,train,leaf,none,,
Healthy_0056,Healthy_0056.jpg,healthy,test,leaf,none,,
Healthy_0057,Healthy_0057.jpg,healthy,validation,leaf,none,,
Healthy_0058,Healthy_0058.jpg,healthy,test,leaf,none,,
Healthy_0059,Healthy_0059.jpg,healthy,train,leaf,none,,
Healthy_0060,Healthy_0060.jpg,healthy,test,leaf,none,,
Healthy_0061,Healthy_0061.jpg,healthy,train,leaf,none,,
Healthy_0062,Healthy_0062.jpg,healthy,train,leaf,none,,
Healthy_0063,Healthy_0063.jpg,healthy,test,leaf,none,,
Healthy_0064,Healthy_0064.jpg,healthy,train,leaf,none,,
Healthy_0065,Healthy_0065.jpg,healthy,train,leaf,none,,
Healthy_0066,Healthy_0066.jpg,healthy,train,leaf,none,,
Healthy_0067,Healthy_0067.jpg,healthy,train,leaf,none,,
Healthy_0068,Healthy_0068.jpg,healthy,train,leaf,none,,
Healthy_0069,Healthy_0069.jpg,healthy,train,leaf,none,,
Healthy_0070,Healthy_0070.jpg,healthy,train,leaf,none,,
Healthy_0071,Healthy_0071.jpg,healthy,test,leaf,none,,
Healthy_0072,Healthy_0072.jpg,healthy,validation,leaf,none,,
Healthy_0073,Healthy_0073.jpg,healthy,train,leaf,none,,
Healthy_0074,Healthy_0074.jpg,healthy,train,leaf,none,,
Healthy_0075,Healthy_0075.jpg,healthy,train,leaf,none,,
Healthy_0076,Healthy_0076.jpg,healthy,train,leaf,none,,
Healthy_0077,Healthy_0077.jpg,healthy,train,leaf,none,,
Healthy_0078,Healthy_0078.jpg,healthy,train,leaf,none,,
Healthy_0079,Healthy_0079.jpg,healthy,train,leaf,none,,
Healthy_0080,Healthy_0080.jpg,healthy,train,leaf,none,,
Healthy_0081,Healthy_0081.jpg,healthy,train,leaf,none,,
Healthy_0082,Healthy_0082.jpg,healthy,train,leaf,none,,
Healthy_0083,Healthy_0083.jpg,healthy,train,leaf,none,,
Healthy_0084,Healthy_0084.jpg,healthy,train,leaf,none,,
Healthy_0085,Healthy_0085.jpg,healthy,train,leaf,none,,
Healthy_0086,Healthy_0086.jpg,healthy,train,leaf,none,,
Healthy_0087,Healthy_0087.jpg,healthy,validation,leaf,none,,
Healthy_0088,Healthy_0088.jpg,healthy,validation,leaf,none,,
Healthy_0089,Healthy_0089.jpg,healthy,train,leaf,none,,
Healthy_0090,Healthy_0090.jpg,healthy,train,leaf,none,,
Healthy_0091,Healthy_0091.jpg,healthy,train,leaf,none,,
Healthy_0092,Healthy_0092.jpg,healthy,train,leaf,none,,
Healthy_0093,Healthy_0093.jpg,healthy,train,leaf,none,,
Healthy_0094,Healthy_0094.jpg,healthy,train,leaf,none,,
Healthy_0095,Healthy_0095.jpg,healthy,train,leaf,none,,
Healthy_0096,Healthy_0096.jpg,healthy,train,leaf,none,,
Healthy_0097,Healthy_0097.jpg,healthy,train,leaf,none,,
Healthy_0098,Healthy_0098.jpg,healthy,train,leaf,none,,
Healthy_0099,Healthy_0099.jpg,healthy,train,leaf,none,,
Healthy_0100,Healthy_0100.jpg,healthy,train,leaf,none,,
Healthy_0101,Healthy_0101.jpg,healthy,train,leaf,none,,
Healthy_0102,Healthy_0102.jpg,healthy,train,leaf,none,,
Healthy_0103,Healthy_0103.jpg,healthy,train,leaf,none,,
Healthy_0104,Healthy_0104.jpg,healthy,train,leaf,none,,
Healthy_0105,Healthy_0105.jpg,healthy,train,leaf,none,,
Healthy_0106,Healthy_0106.jpg,healthy,train,leaf,none,,
Healthy_0107,Healthy_0107.jpg,healthy,train,leaf,none,,
Healthy_0108,Healthy_0108.jpg,healthy,validation,leaf,none,,
Healthy_0109,Healthy_0109.jpg,healthy,test,leaf,none,,
Healthy_0110,Healthy_0110.jpg,healthy,train,leaf,none,,
Healthy_0111,Healthy_0111.jpg,healthy,train,leaf,none,,
Healthy_0112,Healthy_0112.jpg,healthy,train,leaf,none,,
Healthy_0113,Healthy_0113.jpg,healthy,train,leaf,none,,
Healthy_0114,Healthy_0114.jpg,healthy,train,leaf,none,,
Healthy_0115,Healthy_0115.jpg,healthy,validation,leaf,none,,
Healthy_0116,Healthy_0116.jpg,healthy,train,leaf,none,,
Healthy_0117,Healthy_0117.jpg,healthy,train,leaf,none,,
Healthy_0118,Healthy_0118.jpg,healthy,train,leaf,none,,
Healthy_0119,Healthy_0119.jpg,healthy,train,leaf,none,,
Healthy_0120,Healthy_0120.jpg,healthy,train,leaf,none,,
Healthy_0121,Healthy_0121.jpg,healthy,train,leaf,none,,
Healthy_0122,Healthy_0122.jpg,healthy,train,leaf,none,,
Healthy_0123,Healthy_0123.jpg,healthy,train,leaf,none,,
Healthy_0124,Healthy_0124.jpg,healthy,train,leaf,none,,
Healthy_0125,Healthy_0125.jpg,healthy,train,leaf,none,,
Healthy_0126,Healthy_0126.jpg,healthy,train,leaf,none,,
Healthy_0127,Healthy_0127.jpg,healthy,train,leaf,none,,
Healthy_0128,Healthy_0128.jpg,healthy,train,leaf,none,,
Healthy_0129,Healthy_0129.jpg,healthy,train,leaf,none,,
Healthy_0130,Healthy_0130.jpg,healthy,test,leaf,none,,
Healthy_0131,Healthy_0131.jpg,healthy,train,leaf,none,,
Healthy_0132,Healthy_0132.jpg,healthy,train,leaf,none,,
Healthy_0133,Healthy_0133.jpg,healthy,train,leaf,none,,
Healthy_0134,Healthy_0134.jpg,healthy,train,leaf,none,,
Healthy_0135,Healthy_0135.jpg,healthy,train,leaf,none,,
Healthy_0136,Healthy_0136.jpg,healthy,train,leaf,none,,
Healthy_0137,Healthy_0137.jpg,healthy,train,leaf,none,,
Healthy_0138,Healthy_0138.jpg,healthy,train,leaf,none,,
Healthy_0139,Healthy_0139.jpg,healthy,train,leaf,none,,
Healthy_0140,Healthy_0140.jpg,healthy,test,leaf,none,,
Healthy_0141,Healthy_0141.jpg,healthy,train,leaf,none,,
Healthy_0142,Healthy_0142.jpg,healthy,train,leaf,none,,
Healthy_0143,Healthy_0143.jpg,healthy,train,leaf,none,,
Healthy_0144,Healthy_0144.jpg,healthy,validation,leaf,none,,
Healthy_0145,Healthy_0145.jpg,healthy,train,leaf,none,,
Healthy_0146,Healthy_0146.jpg,healthy,train,leaf,none,,
Healthy_0147,Healthy_0147.jpg,healthy,train,leaf,none,,
Healthy_0148,Healthy_0148.jpg,healthy,train,leaf,none,,
Healthy_0149,Healthy_0149.jpg,healthy,train,leaf,none,,
Healthy_0150,Healthy_0150.jpg,healthy,train,leaf,none,,
Healthy_0151,Healthy_0151.jpg,healthy,validation,leaf,none,,
Healthy_0152,Healthy_0152.jpg,healthy,test,leaf,none,,
Healthy_0153,Healthy_0153.jpg,healthy,train,leaf,none,,
Healthy_0154,Healthy_0154.jpg,healthy,train,leaf,none,,
Healthy_0155,Healthy_0155.jpg,healthy,test,leaf,none,,
Healthy_0156,Healthy_0156.jpg,healthy,train,leaf,none,,
Healthy_0157,Healthy_0157.jpg,healthy,train,leaf,none,,
Healthy_0158,Healthy_0158.jpg,healthy,train,leaf,none,,
Healthy_0159,Healthy_0159.jpg,healthy,train,leaf,none,,
Healthy_0160,Healthy_0160.jpg,healthy,train,leaf,none,,
Healthy_0161,Healthy_0161.jpg,healthy,train,leaf,none,,
Healthy_0162,Healthy_0162.jpg,healthy,train,leaf,none,,
Healthy_0163,Healthy_0163.jpg,healthy,train,leaf,none,,
Healthy_0164,Healthy_0164.jpg,healthy,test,leaf,none,,
Healthy_0165,Healthy_0165.jpg,healthy,train,leaf,none,,
Healthy_0166,Healthy_0166.jpg,healthy,train,leaf,none,,
Healthy_0167,Healthy_0167.jpg,healthy,validation,leaf,none,,
Healthy_0168,Healthy_0168.jpg,healthy,train,leaf,none,,
Healthy_0169,Healthy_0169.jpg,healthy,train,leaf,none,,
Healthy_0170,Healthy_0170.jpg,healthy,train,leaf,none,,
Healthy_0171,Healthy_0171.jpg,healthy,train,leaf,none,,
Healthy_0172,Healthy_0172.jpg,healthy,train,leaf,none,,
Healthy_0173,Healthy_0173.jpg,healthy,train,leaf,none,,
Healthy_0174,Healthy_0174.jpg,healthy,test,leaf,none,,
Healthy_0175,Healthy_0175.jpg,healthy,train,leaf,none,,
Healthy_0176,Healthy_0176.jpg,healthy,train,leaf,none,,
Healthy_0177,Healthy_0177.jpg,healthy,train,leaf,none,,
Healthy_0178,Healthy_0178.jpg,healthy,train,leaf,none,,
Healthy_0179,Healthy_0179.jpg,healthy,validation,leaf,none,,
Healthy_0180,Healthy_0180.jpg,healthy,validation,leaf,none,,
Healthy_0181,Healthy_0181.jpg,healthy,train,leaf,none,,
Healthy_0182,Healthy_0182.jpg,healthy,train,leaf,none,,
Healthy_0183,Healthy_0183.jpg,healthy,train,leaf,none,,
Healthy_0184,Healthy_0184.jpg,healthy,validation,leaf,none,,
Healthy_0185,Healthy_0185.jpg,healthy,train,leaf,none,,
Healthy_0186,Healthy_0186.jpg,healthy,train,leaf,none,,
Healthy_0187,Healthy_0187.jpg,healthy,train,leaf,none,,
Healthy_0188,Healthy_0188.jpg,healthy,train,leaf,none,,
Healthy_0189,Healthy_0189.jpg,healthy,test,leaf,none,,
Healthy_0190,Healthy_0190.jpg,healthy,test,leaf,none,,
Healthy_0191,Healthy_0191.jpg,healthy,train,leaf,none,,
Healthy_0192,Healthy_0192.jpg,healthy,train,leaf,none,,
Healthy_0193,Healthy_0193.jpg,healthy,train,leaf,none,,
Healthy_0194,Healthy_0194.jpg,healthy,train,leaf,none,,
Healthy_0195,Healthy_0195.jpg,healthy,validation,leaf,none,,
Healthy_0196,Healthy_0196.jpg,healthy,validation,leaf,none,,
Healthy_0197,Healthy_0197.jpg,healthy,train,leaf,none,,
Healthy_0198,Healthy_0198.jpg,healthy,train,leaf,none,,
Healthy_0199,Healthy_0199.jpg,healthy,train,leaf,none,,
Healthy_0200,Healthy_0200.jpg,healthy,train,leaf,none,,
Healthy_0201,Healthy_0201.jpg,healthy,train,leaf,none,,
Healthy_0202,Healthy_0202.jpg,healthy,train,leaf,none,,
Healthy_0203,Healthy_0203.jpg,healthy,train,leaf,none,,
Healthy_0204,Healthy_0204.jpg,healthy,train,leaf,none,,
Healthy_0205,Healthy_0205.jpg,healthy,train,leaf,none,,
Healthy_0206,Healthy_0206.jpg,healthy,validation,leaf,none,,
Healthy_0207,Healthy_0207.jpg,healthy,train,leaf,none,,
Healthy_0208,Healthy_0208.jpg,healthy,train,leaf,none,,
Healthy_0209,Healthy_0209.jpg,healthy,train,leaf,none,,
Healthy_0210,Healthy_0210.jpg,healthy,train,leaf,none,,
Healthy_0211,Healthy_0211.jpg,healthy,train,leaf,none,,
Healthy_0212,Healthy_0212.jpg,healthy,train,leaf,none,,
Healthy_0213,Healthy_0213.jpg,healthy,train,leaf,none,,
Healthy_0214,Healthy_0214.jpg,healthy,train,leaf,none,,
Healthy_0215,Healthy_0215.jpg,healthy,train,leaf,none,,
Healthy_0216,Healthy_0216.jpg,healthy,train,leaf,none,,
Healthy_0217,Healthy_0217.jpg,healthy,train,leaf,none,,
Healthy_0218,Healthy_0218.jpg,healthy,train,leaf,none,,
Healthy_0219,Healthy_0219.jpg,healthy,train,leaf,none,,
