# AUTO-PROPOSED flower labels for background-removed orchid images.
# These are proposals, not verified ground truth. Review the
# low-confidence rows before training on them.
image,source_dir,plant_fraction,flower_fraction,label,confidence,colour,n_blobs,note
V090.jpg,C:/Users/VICTUS/Pictures/orchid,0.3037,0.0037,no_flower,0.815,,1,
V091.jpg,C:/Users/VICTUS/Pictures/orchid,0.263,0.0,no_flower,1.0,,0,
V092.jpg,C:/Users/VICTUS/Pictures/orchid,0.3051,0.0,no_flower,1.0,,0,
V093.jpg,C:/Users/VICTUS/Pictures/orchid,0.318,0.2902,flower,1.0,magenta,1,
V094.jpg,C:/Users/VICTUS/Pictures/orchid,0.2141,0.4297,flower,1.0,violet,1,
V095.jpg,C:/Users/VICTUS/Pictures/orchid,0.3173,0.0044,no_flower,0.778,,1,
V096.jpg,C:/Users/VICTUS/Pictures/orchid,0.2518,0.0,no_flower,1.0,,0,
V097.jpg,C:/Users/VICTUS/Pictures/orchid,0.2115,0.0,no_flower,1.0,,0,
V098.jpg,C:/Users/VICTUS/Pictures/orchid,0.2606,0.0032,no_flower,0.838,,1,
V099.jpg,C:/Users/VICTUS/Pictures/orchid,0.1416,0.0,no_flower,1.0,,0,
V100.jpg,C:/Users/VICTUS/Pictures/orchid,0.2821,0.0,no_flower,1.0,,0,
V101.jpg,C:/Users/VICTUS/Pictures/orchid,0.3058,0.0,no_flower,1.0,,0,
V102.jpg,C:/Users/VICTUS/Pictures/orchid,0.1199,0.4427,flower,1.0,magenta,2,
V103.jpg,C:/Users/VICTUS/Pictures/orchid,0.2423,0.0,no_flower,1.0,,0,
V104.jpg,C:/Users/VICTUS/Pictures/orchid,0.3178,0.2672,flower,1.0,magenta,1,
V105.jpg,C:/Users/VICTUS/Pictures/orchid,0.2786,0.0042,no_flower,0.79,,1,
V106.jpg,C:/Users/VICTUS/Pictures/orchid,0.1614,0.2761,flower,1.0,violet,1,
V107.jpg,C:/Users/VICTUS/Pictures/orchid,0.2105,0.0,no_flower,1.0,,0,
V108.jpg,C:/Users/VICTUS/Pictures/orchid,0.2667,0.0035,no_flower,0.827,,1,
V109.jpg,C:/Users/VICTUS/Pictures/orchid,0.2115,0.0044,no_flower,0.778,,1,
V110.jpg,C:/Users/VICTUS/Pictures/orchid,0.2442,0.3815,flower,1.0,violet,1,
V111.jpg,C:/Users/VICTUS/Pictures/orchid,0.2444,0.0,no_flower,1.0,,0,
V112.jpg,C:/Users/VICTUS/Pictures/orchid,0.2568,0.0,no_flower,1.0,,0,
V113.jpg,C:/Users/VICTUS/Pictures/orchid,0.2269,0.0,no_flower,1.0,,0,
V114.jpg,C:/Users/VICTUS/Pictures/orchid,0.2212,0.0,no_flower,1.0,,0,
V115.jpg,C:/Users/VICTUS/Pictures/orchid,0.3101,0.0,no_flower,1.0,,0,
V116.jpg,C:/Users/VICTUS/Pictures/orchid,0.266,0.0,no_flower,1.0,,0,
V117.jpg,C:/Users/VICTUS/Pictures/orchid,0.3257,0.0,no_flower,1.0,,0,
V118.jpg,C:/Users/VICTUS/Pictures/orchid,0.2349,0.0,no_flower,1.0,,0,
V119.jpg,C:/Users/VICTUS/Pictures/orchid,0.1619,0.0,no_flower,1.0,,0,
V120.jpg,C:/Users/VICTUS/Pictures/orchid,0.2957,0.0,no_flower,1.0,,0,
V121.jpg,C:/Users/VICTUS/Pictures/orchid,0.3922,0.388,flower,1.0,dark,1,
V122.jpg,C:/Users/VICTUS/Pictures/orchid,0.279,0.0031,no_flower,0.843,,1,
V123.jpg,C:/Users/VICTUS/Pictures/orchid,0.2903,0.0,no_flower,1.0,,0,
V124.jpg,C:/Users/VICTUS/Pictures/orchid,0.3254,0.0033,no_flower,0.833,,1,
V125.jpg,C:/Users/VICTUS/Pictures/orchid,0.162,0.305,flower,1.0,violet,1,
V126.jpg,C:/Users/VICTUS/Pictures/orchid,0.1758,0.0,no_flower,1.0,,0,
V127.jpg,C:/Users/VICTUS/Pictures/orchid,0.6106,0.0031,no_flower,0.847,,1,
V128.jpg,C:/Users/VICTUS/Pictures/orchid,0.216,0.0037,no_flower,0.815,,1,
V129.jpg,C:/Users/VICTUS/Pictures/orchid,0.2804,0.0,no_flower,1.0,,0,
V130.jpg,C:/Users/VICTUS/Pictures/orchid,0.2298,0.0,no_flower,1.0,,0,
V131.jpg,C:/Users/VICTUS/Pictures/orchid,0.232,0.0,no_flower,1.0,,0,
V132.jpg,C:/Users/VICTUS/Pictures/orchid,0.2582,0.0,no_flower,1.0,,0,
V133.jpg,C:/Users/VICTUS/Pictures/orchid,0.0723,0.1681,flower,1.0,violet,1,
V134.jpg,C:/Users/VICTUS/Pictures/orchid,0.3381,0.0034,no_flower,0.832,,1,
V135.jpg,C:/Users/VICTUS/Pictures/orchid,0.3287,0.0594,flower,0.99,violet,6,
V136.jpg,C:/Users/VICTUS/Pictures/orchid,0.2687,0.3103,flower,1.0,magenta,1,
V137.jpg,C:/Users/VICTUS/Pictures/orchid,0.2792,0.0,no_flower,1.0,,0,
V138.jpg,C:/Users/VICTUS/Pictures/orchid,0.317,0.0683,flower,1.0,violet,7,
V139.jpg,C:/Users/VICTUS/Pictures/orchid,0.3245,0.0,no_flower,1.0,,0,
V140.jpg,C:/Users/VICTUS/Pictures/orchid,0.3766,0.1866,flower,1.0,dark,1,
V141.jpg,C:/Users/VICTUS/Pictures/orchid,0.2124,0.0,no_flower,1.0,,0,
V142.jpg,C:/Users/VICTUS/Pictures/orchid,0.1814,0.1416,flower,1.0,violet,3,
V143.jpg,C:/Users/VICTUS/Pictures/orchid,0.2031,0.1308,flower,1.0,orange,6,
V144.jpg,C:/Users/VICTUS/Pictures/orchid,0.1788,0.0,no_flower,1.0,,0,
V145.jpg,C:/Users/VICTUS/Pictures/orchid,0.304,0.0,no_flower,1.0,,0,
V146.jpg,C:/Users/VICTUS/Pictures/orchid,0.2773,0.0,no_flower,1.0,,0,
V147.jpg,C:/Users/VICTUS/Pictures/orchid,0.4175,0.0,no_flower,1.0,,0,
V148.jpg,C:/Users/VICTUS/Pictures/orchid,0.3265,0.0,no_flower,1.0,,0,
V149.jpg,C:/Users/VICTUS/Pictures/orchid,0.2158,0.0,no_flower,1.0,,0,
V150.jpg,C:/Users/VICTUS/Pictures/orchid,0.4179,0.1331,flower,1.0,magenta,1,
V151.jpg,C:/Users/VICTUS/Pictures/orchid,0.3013,0.3717,flower,1.0,red,1,
V152.jpg,C:/Users/VICTUS/Pictures/orchid,0.3909,0.1821,flower,1.0,magenta,1,
V153.jpg,C:/Users/VICTUS/Pictures/orchid,0.2868,0.0038,no_flower,0.812,,1,
V154.jpg,C:/Users/VICTUS/Pictures/orchid,0.2427,0.2569,flower,1.0,magenta,3,
V155.jpg,C:/Users/VICTUS/Pictures/orchid,0.2757,0.0,no_flower,1.0,,0,
V156.jpg,C:/Users/VICTUS/Pictures/orchid,0.249,0.2298,flower,1.0,violet,1,
V157.jpg,C:/Users/VICTUS/Pictures/orchid,0.2695,0.0,no_flower,1.0,,0,
V158.jpg,C:/Users/VICTUS/Pictures/orchid,0.1688,0.0,no_flower,1.0,,0,
V159.jpg,C:/Users/VICTUS/Pictures/orchid,0.2451,0.0,no_flower,1.0,,0,
V160.jpg,C:/Users/VICTUS/Pictures/orchid,0.1941,0.0,no_flower,1.0,,0,
V161.jpg,C:/Users/VICTUS/Pictures/orchid,0.2898,0.0038,no_flower,0.81,,1,
V162.jpg,C:/Users/VICTUS/Pictures/orchid,0.2276,0.0,no_flower,1.0,,0,
V163.jpg,C:/Users/VICTUS/Pictures/orchid,0.2391,0.0,no_flower,1.0,,0,
V164.jpg,C:/Users/VICTUS/Pictures/orchid,0.219,0.3069,flower,1.0,violet,1,
V165.jpg,C:/Users/VICTUS/Pictures/orchid,0.3224,0.0,no_flower,1.0,,0,
V166.jpg,C:/Users/VICTUS/Pictures/orchid,0.2739,0.0,no_flower,1.0,,0,
V167.jpg,C:/Users/VICTUS/Pictures/orchid,0.1955,0.4362,flower,1.0,magenta,3,
V168.jpg,C:/Users/VICTUS/Pictures/orchid,0.6053,0.0043,no_flower,0.783,,1,
V169.jpg,C:/Users/VICTUS/Pictures/orchid,0.3526,0.2289,flower,1.0,violet,2,
V170.jpg,C:/Users/VICTUS/Pictures/orchid,0.4243,0.1723,flower,1.0,dark,1,
V171.jpg,C:/Users/VICTUS/Pictures/orchid,0.3264,0.296,flower,1.0,yellow,1,
V172.jpg,C:/Users/VICTUS/Pictures/orchid,0.2789,0.0,no_flower,1.0,,0,
V173.jpg,C:/Users/VICTUS/Pictures/orchid,0.2659,0.0,no_flower,1.0,,0,
V174.jpg,C:/Users/VICTUS/Pictures/orchid,0.2763,0.005,no_flower,0.749,,1,
V175.jpg,C:/Users/VICTUS/Pictures/orchid,0.1968,0.0,no_flower,1.0,,0,
V176.jpg,C:/Users/VICTUS/Pictures/orchid,0.166,0.137,flower,1.0,orange,3,
V177.jpg,C:/Users/VICTUS/Pictures/orchid,0.2977,0.0,no_flower,1.0,,0,
V178.jpg,C:/Users/VICTUS/Pictures/orchid,0.2799,0.0,no_flower,1.0,,0,
V179.jpg,C:/Users/VICTUS/Pictures/orchid,0.172,0.0,no_flower,1.0,,0,
V180.jpg,C:/Users/VICTUS/Pictures/orchid,0.26,0.0,no_flower,1.0,,0,
V181.jpg,C:/Users/VICTUS/Pictures/orchid,0.1312,0.4711,flower,1.0,violet,1,
V182.jpg,C:/Users/VICTUS/Pictures/orchid,0.3832,0.1812,flower,1.0,magenta,1,
V183.jpg,C:/Users/VICTUS/Pictures/orchid,0.2808,0.0,no_flower,1.0,,0,
V184.jpg,C:/Users/VICTUS/Pictures/orchid,0.3894,0.1864,flower,1.0,violet,1,
V185.jpg,C:/Users/VICTUS/Pictures/orchid,0.1831,0.0,no_flower,1.0,,0,
V186.jpg,C:/Users/VICTUS/Pictures/orchid,0.2766,0.0,no_flower,1.0,,0,
V187.jpg,C:/Users/VICTUS/Pictures/orchid,0.3704,0.0564,flower,0.939,violet,4,
V188.jpg,C:/Users/VICTUS/Pictures/orchid,0.2806,0.0,no_flower,1.0,,0,
V189.jpg,C:/Users/VICTUS/Pictures/orchid,0.3409,0.0034,no_flower,0.829,,1,
V190.jpg,C:/Users/VICTUS/Pictures/orchid,0.2887,0.0036,no_flower,0.822,,1,
V191.jpg,C:/Users/VICTUS/Pictures/orchid,0.2625,0.0,no_flower,1.0,,0,
V192.jpg,C:/Users/VICTUS/Pictures/orchid,0.3032,0.0,no_flower,1.0,,0,
V193.jpg,C:/Users/VICTUS/Pictures/orchid,0.3897,0.1858,flower,1.0,violet,1,
V194.jpg,C:/Users/VICTUS/Pictures/orchid,0.1709,0.1299,flower,1.0,orange,5,
V195.jpg,C:/Users/VICTUS/Pictures/orchid,0.1816,0.0,no_flower,1.0,,0,
V196.jpg,C:/Users/VICTUS/Pictures/orchid,0.3101,0.0,no_flower,1.0,,0,
V197.jpg,C:/Users/VICTUS/Pictures/orchid,0.3159,0.2675,flower,1.0,magenta,1,
V198.jpg,C:/Users/VICTUS/Pictures/orchid,0.1763,0.0955,flower,1.0,violet,3,
V199.jpg,C:/Users/VICTUS/Pictures/orchid,0.2389,0.0,no_flower,1.0,,0,
V200.jpg,C:/Users/VICTUS/Pictures/orchid,0.4422,0.1872,flower,1.0,dark,1,
V201.jpg,C:/Users/VICTUS/Pictures/orchid,0.2291,0.0,no_flower,1.0,,0,
V202.jpg,C:/Users/VICTUS/Pictures/orchid,0.2163,0.307,flower,1.0,violet,1,
V203.jpg,C:/Users/VICTUS/Pictures/orchid,0.2404,0.0,no_flower,1.0,,0,
V204.jpg,C:/Users/VICTUS/Pictures/orchid,0.3196,0.0,no_flower,1.0,,0,
V205.jpg,C:/Users/VICTUS/Pictures/orchid,0.2993,0.2609,flower,1.0,violet,2,
V206.jpg,C:/Users/VICTUS/Pictures/orchid,0.3227,0.06,flower,1.0,violet,7,
V207.jpg,C:/Users/VICTUS/Pictures/orchid,0.2049,0.0,no_flower,1.0,,0,
V208.jpg,C:/Users/VICTUS/Pictures/orchid,0.223,0.2758,flower,1.0,orange,1,
V209.jpg,C:/Users/VICTUS/Pictures/orchid,0.2585,0.0,no_flower,1.0,,0,
V210.jpg,C:/Users/VICTUS/Pictures/orchid,0.1501,0.2164,flower,1.0,violet,1,
V211.jpg,C:/Users/VICTUS/Pictures/orchid,0.3587,0.0,no_flower,1.0,,0,
V212.jpg,C:/Users/VICTUS/Pictures/orchid,0.3653,0.0661,flower,1.0,violet,8,
V213.jpg,C:/Users/VICTUS/Pictures/orchid,0.2107,0.0,no_flower,1.0,,0,
V214.jpg,C:/Users/VICTUS/Pictures/orchid,0.3098,0.0043,no_flower,0.783,,1,
V215.jpg,C:/Users/VICTUS/Pictures/orchid,0.3168,0.0,no_flower,1.0,,0,
V216.jpg,C:/Users/VICTUS/Pictures/orchid,0.256,0.0,no_flower,1.0,,0,
V217.jpg,C:/Users/VICTUS/Pictures/orchid,0.2097,0.27,flower,1.0,violet,1,
V218.jpg,C:/Users/VICTUS/Pictures/orchid,0.1606,0.4383,flower,1.0,magenta,3,
V219.jpg,C:/Users/VICTUS/Pictures/orchid,0.2346,0.225,flower,1.0,magenta,1,
V220.jpg,C:/Users/VICTUS/Pictures/orchid,0.4092,0.245,flower,1.0,magenta,1,
V221.jpg,C:/Users/VICTUS/Pictures/orchid,0.2806,0.0,no_flower,1.0,,0,
V222.jpg,C:/Users/VICTUS/Pictures/orchid,0.2117,0.0,no_flower,1.0,,0,
V223.jpg,C:/Users/VICTUS/Pictures/orchid,0.25,0.0,no_flower,1.0,,0,
V224.jpg,C:/Users/VICTUS/Pictures/orchid,0.2567,0.0,no_flower,1.0,,0,
V225.jpg,C:/Users/VICTUS/Pictures/orchid,0.2667,0.0,no_flower,1.0,,0,
V226.jpg,C:/Users/VICTUS/Pictures/orchid,0.2136,0.0038,no_flower,0.809,,1,
V227.jpg,C:/Users/VICTUS/Pictures/orchid,0.1811,0.0,no_flower,1.0,,0,
V228.jpg,C:/Users/VICTUS/Pictures/orchid,0.197,0.0,no_flower,1.0,,0,
V229.jpg,C:/Users/VICTUS/Pictures/orchid,0.2594,0.0,no_flower,1.0,,0,
V230.jpg,C:/Users/VICTUS/Pictures/orchid,0.1793,0.2975,flower,1.0,violet,1,
V231.jpg,C:/Users/VICTUS/Pictures/orchid,0.3044,0.0,no_flower,1.0,,0,
V232.jpg,C:/Users/VICTUS/Pictures/orchid,0.2731,0.0,no_flower,1.0,,0,
V233.jpg,C:/Users/VICTUS/Pictures/orchid,0.2793,0.0,no_flower,1.0,,0,
V234.jpg,C:/Users/VICTUS/Pictures/orchid,0.2624,0.0,no_flower,1.0,,0,
V235.jpg,C:/Users/VICTUS/Pictures/orchid,0.2811,0.0,no_flower,1.0,,0,
V236.jpg,C:/Users/VICTUS/Pictures/orchid,0.3287,0.0,no_flower,1.0,,0,
V237.jpg,C:/Users/VICTUS/Pictures/orchid,0.3555,0.3519,flower,1.0,red,1,
V238.jpg,C:/Users/VICTUS/Pictures/orchid,0.2032,0.0,no_flower,1.0,,0,
V239.jpg,C:/Users/VICTUS/Pictures/orchid,0.3703,0.0561,flower,0.935,violet,5,
V240.jpg,C:/Users/VICTUS/Pictures/orchid,0.2528,0.0,no_flower,1.0,,0,
V241.jpg,C:/Users/VICTUS/Pictures/orchid,0.2047,0.0,no_flower,1.0,,0,
V242.jpg,C:/Users/VICTUS/Pictures/orchid,0.2366,0.0,no_flower,1.0,,0,
V243.jpg,C:/Users/VICTUS/Pictures/orchid,0.0735,0.1784,flower,1.0,violet,1,
V244.jpg,C:/Users/VICTUS/Pictures/orchid,0.3242,0.0,no_flower,1.0,,0,
V245.jpg,C:/Users/VICTUS/Pictures/orchid,0.1302,0.4637,flower,1.0,violet,1,
V246.jpg,C:/Users/VICTUS/Pictures/orchid,0.2647,0.0035,no_flower,0.825,,1,
V247.jpg,C:/Users/VICTUS/Pictures/orchid,0.2632,0.0,no_flower,1.0,,0,
V248.jpg,C:/Users/VICTUS/Pictures/orchid,0.266,0.1626,flower,1.0,violet,1,
V249.jpg,C:/Users/VICTUS/Pictures/orchid,0.2069,0.0,no_flower,1.0,,0,
V250.jpg,C:/Users/VICTUS/Pictures/orchid,0.24,0.0,no_flower,1.0,,0,
V251.jpg,C:/Users/VICTUS/Pictures/orchid,0.3857,0.3873,flower,1.0,dark,1,
V252.jpg,C:/Users/VICTUS/Pictures/orchid,0.2809,0.0038,no_flower,0.808,,1,
V253.jpg,C:/Users/VICTUS/Pictures/orchid,0.2166,0.0,no_flower,1.0,,0,
V254.jpg,C:/Users/VICTUS/Pictures/orchid,0.1368,0.0,no_flower,1.0,,0,
V255.jpg,C:/Users/VICTUS/Pictures/orchid,0.3164,0.0,no_flower,1.0,,0,
V256.jpg,C:/Users/VICTUS/Pictures/orchid,0.2136,0.0,no_flower,1.0,,0,
V257.jpg,C:/Users/VICTUS/Pictures/orchid,0.2721,0.0,no_flower,1.0,,0,
V258.jpg,C:/Users/VICTUS/Pictures/orchid,0.1352,0.4655,flower,1.0,violet,1,
V259.jpg,C:/Users/VICTUS/Pictures/orchid,0.2402,0.2561,flower,1.0,magenta,3,
V260.jpg,C:/Users/VICTUS/Pictures/orchid,0.4447,0.3697,flower,1.0,dark,1,
V261.jpg,C:/Users/VICTUS/Pictures/orchid,0.1887,0.0,no_flower,1.0,,0,
V262.jpg,C:/Users/VICTUS/Pictures/orchid,0.4012,0.245,flower,1.0,magenta,1,
V263.jpg,C:/Users/VICTUS/Pictures/orchid,0.3585,0.0,no_flower,1.0,,0,
V264.jpg,C:/Users/VICTUS/Pictures/orchid,0.2547,0.0,no_flower,1.0,,0,
V265.jpg,C:/Users/VICTUS/Pictures/orchid,0.235,0.0,no_flower,1.0,,0,
V266.jpg,C:/Users/VICTUS/Pictures/orchid,0.3263,0.0629,flower,1.0,violet,6,
V267.jpg,C:/Users/VICTUS/Pictures/orchid,0.1481,0.2556,flower,1.0,magenta,2,
V268.jpg,C:/Users/VICTUS/Pictures/orchid,0.3748,0.0031,no_flower,0.846,,1,
V269.jpg,C:/Users/VICTUS/Pictures/orchid,0.2551,0.0039,no_flower,0.803,,1,
V270.jpg,C:/Users/VICTUS/Pictures/orchid,0.2321,0.0,no_flower,1.0,,0,
V271.jpg,C:/Users/VICTUS/Pictures/orchid,0.1803,0.0,no_flower,1.0,,0,
V272.jpg,C:/Users/VICTUS/Pictures/orchid,0.1597,0.2756,flower,1.0,violet,1,
V273.jpg,C:/Users/VICTUS/Pictures/orchid,0.1707,0.0,no_flower,1.0,,0,
V274.jpg,C:/Users/VICTUS/Pictures/orchid,0.2312,0.0,no_flower,1.0,,0,
